filename,split,agreement
48_0001,train,97.10
48_0002,train,96.94
48_0003,train,97.08
48_0004,train,96.80
48_0005,train,96.73
48_0006,train,97.11
48_0007,train,96.98
48_0008,train,96.65
48_0009,train,95.53
48_0010,train,95.33
48_0011,train,96.33
48_0012,train,96.11
48_0013,train,96.13
48_0014,train,95.29
48_0015,train,94.28
48_0016,train,93.41
48_0017,train,93.79
48_0018,train,94.19
48_0027,train,91.33
48_0028,train,93.11
48_0029,train,92.09
48_0030,train,93.40
48_0031,train,92.58
48_0032,train,93.48
48_0033,train,93.76
48_0034,train,92.84
48_0036,train,91.80
48_0037,train,91.88
48_0038,train,89.18
48_0039,train,90.11
48_0041,train,93.13
48_0042,train,92.92
48_0043,train,90.51
48_0044,train,92.51
48_0045,train,94.12
48_0046,train,91.15
48_0047,train,93.73
48_0048,train,93.92
48_0053,train,93.86
48_0057,train,95.41
48_0060,train,97.03
48_0061,train,95.57
48_0062,train,96.09
48_0063,train,93.39
48_0064,train,93.03
48_0075,train,93.31
48_0076,train,92.55
48_0077,train,92.01
49_0001,train,93.09
49_0002,train,92.05
49_0003,train,86.32
49_0004,train,93.61
49_0005,train,93.50
49_0006,train,93.48
49_0007,train,91.52
49_0008,train,94.75
49_0009,train,89.54
49_0010,train,81.70
49_0011,train,88.36
49_0012,train,86.15
49_0013,train,88.67
49_0014,train,94.20
49_0015,train,92.58
49_0016,train,87.86
49_0017,train,91.67
49_0018,train,90.85
49_0019,train,93.40
49_0020,train,93.97
49_0021,train,94.28
49_0022,train,92.43
49_0023,train,91.31
49_0024,train,89.39
49_0025,train,90.10
49_0026,train,93.92
49_0027,train,92.73
49_0028,train,89.77
49_0029,train,96.57
49_0030,train,93.93
49_0031,train,92.65
49_0032,train,91.58
49_0033,train,93.04
49_0034,train,88.98
49_0035,train,90.38
49_0036,train,90.22
49_0037,train,94.25
49_0038,train,91.10
49_0039,train,89.32
49_0040,train,90.34
49_0041,train,91.92
49_0042,train,90.80
49_0043,train,89.23
49_0044,train,90.34
49_0045,train,89.43
49_0046,train,90.59
49_0047,train,91.37
49_0048,train,90.27
49_0049,train,89.17
49_0050,train,83.21
49_0051,train,86.69
49_0052,train,86.94
49_0053,train,87.00
49_0054,train,93.80
49_0055,train,92.61
49_0056,train,93.16
49_0057,train,94.84
49_0058,train,93.67
49_0059,train,93.17
49_0060,train,89.46
49_0061,train,93.72
49_0062,train,91.61
49_0063,train,91.85
49_0064,train,86.94
49_0065,train,86.52
49_0066,train,93.81
49_0067,train,85.92
49_0068,train,91.73
49_0069,train,92.82
49_0070,train,88.27
49_0071,train,94.42
49_0072,train,90.28
49_0073,train,85.49
49_0074,train,94.58
49_0075,train,83.89
49_0076,train,85.09
49_0077,train,88.45
49_0078,train,95.40
49_0079,train,93.02
49_0080,train,89.89
49_0081,train,82.94
49_0082,train,87.85
49_0083,train,88.43
49_0084,train,90.74
49_0085,train,84.72
49_0086,train,83.46
49_0087,train,91.74
49_0088,train,92.05
49_0089,train,90.13
49_0090,train,91.09
49_0091,train,93.00
49_0092,train,89.75
49_0093,train,84.63
49_0094,train,86.99
49_0096,train,83.06
49_0097,train,88.78
49_0098,train,85.91
49_0099,train,92.24
49_0100,train,88.16
49_0101,train,87.79
49_0102,train,93.20
49_0103,train,88.96
49_0104,train,82.50
50_0001,train,80.12
50_0003,train,91.16
50_0004,train,92.51
50_0005,train,90.51
50_0006,train,94.31
50_0007,train,90.98
50_0008,train,94.56
50_0009,train,89.83
50_0010,train,93.20
50_0011,train,95.25
50_0012,train,93.03
50_0013,train,90.32
50_0014,train,91.62
50_0015,train,92.95
50_0016,train,90.37
50_0017,train,90.63
50_0018,train,91.29
50_0019,train,95.44
50_0020,train,94.33
50_0021,train,88.57
50_0022,train,91.12
50_0023,train,87.15
50_0024,train,85.99
50_0025,train,84.82
50_0026,train,82.65
50_0027,train,85.74
50_0028,train,88.48
50_0029,train,87.37
50_0030,train,93.51
50_0031,train,92.25
50_0032,train,91.17
50_0033,train,93.09
50_0034,train,86.87
50_0035,train,86.96
50_0036,train,96.05
50_0037,train,82.49
50_0038,train,85.37
50_0039,train,87.80
50_0040,train,91.30
50_0041,train,92.04
50_0042,train,90.58
50_0043,train,91.81
50_0044,train,93.87
50_0045,train,96.60
50_0046,train,95.25
50_0047,train,96.12
50_0048,train,93.30
50_0049,train,92.13
50_0050,train,89.88
50_0051,train,93.05
50_0052,train,88.59
50_0053,train,88.42
50_0054,train,96.21
50_0055,train,95.94
50_0056,train,94.39
50_0057,train,87.81
50_0058,train,94.40
50_0059,train,93.25
50_0060,train,92.94
50_0061,train,96.08
50_0062,train,94.51
50_0063,train,91.51
50_0064,train,89.87
50_0065,train,87.29
50_0066,train,89.94
50_0067,train,88.30
50_0068,train,92.66
50_0069,train,89.26
50_0070,train,88.19
50_0071,train,91.06
50_0072,train,91.36
50_0073,train,87.51
50_0074,train,93.53
50_0075,train,92.00
50_0076,train,94.00
50_0077,train,92.60
50_0078,train,94.48
50_0079,train,93.85
50_0080,train,94.64
50_0081,train,96.30
50_0082,train,95.22
50_0083,train,96.26
50_0084,train,93.35
50_0085,train,91.51
50_0086,train,95.53
50_0087,train,95.17
50_0088,train,95.27
50_0089,train,94.33
50_0090,train,92.54
50_0091,train,95.46
50_0092,train,91.77
50_0093,train,95.84
50_0094,train,94.55
50_0095,train,94.95
50_0096,train,90.38
50_0097,train,93.58
50_0098,train,94.72
50_0099,train,98.41
50_0100,train,92.96
50_0101,train,92.12
50_0102,train,91.32
50_0103,train,85.47
50_0104,train,84.98
07_0001,val,92.36
07_0002,val,93.36
07_0003,val,93.29
07_0004,val,95.51
07_0005,val,92.87
07_0006,val,93.21
07_0007,val,89.69
07_0008,val,91.12
07_0009,val,91.00
07_0010,val,89.33
07_0011,val,90.75
07_0012,val,92.72
07_0013,val,92.56
07_0014,val,92.24
07_0015,val,90.43
07_0016,val,93.57
07_0017,val,92.11
07_0018,val,91.63
07_0019,val,91.34
07_0020,val,91.88
07_0021,val,92.90
07_0022,val,87.88
07_0024,val,89.01
07_0025,val,89.84
07_0026,val,93.61
07_0027,val,93.80
07_0028,val,91.92
07_0029,val,95.09
07_0030,val,95.26
07_0031,val,94.22
07_0032,val,93.13
07_0033,val,94.77
07_0034,val,95.99
07_0035,val,92.28
07_0036,val,95.84
07_0037,val,94.02
07_0038,val,93.24
07_0039,val,92.44
07_0040,val,88.51
07_0041,val,89.47
07_0042,val,92.96
07_0043,val,93.94
07_0044,val,89.09
07_0045,val,93.99
07_0046,val,94.09
07_0047,val,91.72
07_0048,val,93.55
07_0049,val,93.15
07_0050,val,92.67
07_0051,val,91.37
07_0052,val,89.69
07_0053,val,91.69
07_0054,val,91.50
07_0055,val,93.94
07_0056,val,94.10
07_0057,val,96.99
07_0058,val,95.96
07_0059,val,95.28
07_0060,val,93.96
07_0061,val,92.98
07_0062,val,95.76
07_0063,val,93.77
07_0074,val,92.51
07_0075,val,89.15
07_0076,val,91.12
07_0077,val,91.65
07_0078,val,82.67
07_0079,val,91.45
07_0080,val,92.02
14_0002,val,92.80
14_0003,val,88.01
14_0004,val,93.70
14_0005,val,85.16
14_0007,val,81.48
14_0009,val,92.98
14_0011,val,88.44
14_0012,val,91.66
14_0013,val,91.87
14_0017,val,92.52
14_0020,val,81.09
14_0021,val,90.28
14_0022,val,92.11
14_0023,val,89.92
14_0024,val,90.58
14_0025,val,95.79
14_0026,val,91.41
14_0028,val,95.66
14_0029,val,95.10
14_0030,val,95.93
14_0031,val,95.30
14_0032,val,93.41
14_0033,val,94.31
14_0034,val,92.39
14_0035,val,82.91
14_0042,val,82.81
14_0043,val,90.29
14_0044,val,83.44
14_0045,val,96.78
14_0046,val,95.77
14_0047,val,94.36
14_0048,val,95.22
14_0049,val,93.57
14_0058,val,84.74
14_0062,val,87.65
14_0064,val,82.07
14_0065,val,83.97
14_0066,val,97.58
14_0068,val,81.94
14_0069,val,91.95
14_0070,val,95.48
14_0071,val,88.35
14_0072,val,91.34
14_0073,val,90.63
14_0074,val,92.37
14_0075,val,96.81
14_0076,val,90.88
14_0077,val,92.25
14_0078,val,91.57
14_0079,val,91.97
14_0080,val,90.46
25_0001,val,95.65
25_0002,val,95.55
25_0003,val,96.50
25_0004,val,95.42
25_0005,val,94.31
25_0006,val,94.08
25_0007,val,95.32
25_0008,val,95.93
25_0009,val,94.19
25_0010,val,93.49
25_0011,val,94.40
25_0012,val,92.62
25_0013,val,94.44
25_0014,val,93.21
25_0015,val,93.81
25_0016,val,91.84
25_0017,val,89.06
25_0018,val,93.02
25_0019,val,95.99
25_0020,val,95.89
25_0021,val,95.20
25_0022,val,95.41
25_0023,val,92.68
25_0024,val,93.74
25_0025,val,92.00
25_0026,val,96.84
25_0027,val,92.64
25_0028,val,95.10
25_0029,val,94.95
25_0030,val,94.54
25_0031,val,95.55
25_0032,val,91.20
25_0033,val,90.88
25_0034,val,91.77
25_0035,val,93.15
25_0036,val,90.56
25_0037,val,94.25
25_0038,val,95.35
25_0039,val,94.83
25_0040,val,96.27
25_0041,val,96.26
25_0042,val,96.13
25_0043,val,94.25
25_0044,val,96.14
25_0045,val,95.97
25_0046,val,96.68
25_0047,val,94.80
25_0048,val,94.99
25_0049,val,94.87
25_0050,val,94.80
25_0051,val,94.90
25_0052,val,95.25
25_0053,val,95.42
25_0054,val,93.96
25_0055,val,90.74
25_0056,val,93.02
25_0057,val,95.33
25_0058,val,94.13
25_0059,val,94.10
25_0060,val,89.01
25_0061,val,94.47
25_0062,val,95.18
25_0063,val,93.82
25_0064,val,96.49
25_0065,val,90.21
25_0067,val,85.17
25_0068,val,91.53
25_0069,val,88.73
25_0070,val,91.26
25_0071,val,96.87
25_0072,val,94.15
25_0073,val,93.98
25_0074,val,95.55
25_0075,val,92.27
25_0076,val,95.59
25_0077,val,95.71
25_0078,val,94.80
25_0079,val,95.66
25_0080,val,89.12
42_0001,val,91.69
42_0002,val,88.64
42_0003,val,87.24
42_0004,val,92.25
42_0005,val,92.18
42_0006,val,93.35
42_0008,val,87.61
42_0009,val,84.37
42_0010,val,82.31
42_0011,val,88.69
42_0012,val,91.42
42_0013,val,93.23
42_0014,val,94.06
42_0015,val,93.17
42_0016,val,90.95
42_0017,val,91.35
42_0018,val,89.30
42_0019,val,90.02
42_0020,val,89.84
42_0021,val,91.72
42_0022,val,95.61
42_0023,val,91.18
42_0024,val,90.45
42_0025,val,88.27
42_0026,val,91.90
42_0027,val,91.76
42_0028,val,88.34
42_0029,val,92.05
42_0030,val,93.15
42_0031,val,91.20
42_0032,val,93.84
42_0033,val,93.55
42_0034,val,89.15
42_0035,val,88.81
42_0036,val,90.86
42_0037,val,92.93
42_0038,val,91.32
42_0039,val,92.59
42_0040,val,94.55
42_0041,val,92.11
42_0042,val,92.15
42_0043,val,87.75
42_0044,val,93.81
42_0045,val,93.24
42_0046,val,92.23
42_0047,val,90.50
42_0048,val,91.78
42_0049,val,91.86
42_0050,val,89.74
42_0051,val,89.84
42_0052,val,91.30
42_0053,val,91.92
42_0054,val,91.12
42_0055,val,88.27
42_0056,val,85.28
42_0057,val,89.49
42_0058,val,89.07
42_0059,val,88.48
42_0060,val,91.15
42_0061,val,91.24
42_0062,val,89.16
42_0063,val,89.25
42_0064,val,89.42
42_0065,val,92.14
42_0066,val,89.35
42_0067,val,89.21
42_0068,val,89.49
42_0069,val,89.04
42_0070,val,89.05
42_0071,val,87.79
42_0072,val,87.86
42_0073,val,87.58
42_0074,val,92.66
42_0075,val,87.66
42_0076,val,93.33
42_0077,val,94.01
42_0078,val,86.31
42_0079,val,92.63
42_0080,val,93.89
45_0001,val,86.68
45_0002,val,91.84
45_0003,val,83.16
45_0004,val,86.11
45_0005,val,89.97
45_0006,val,92.92
45_0007,val,93.58
45_0008,val,91.69
45_0009,val,88.98
45_0010,val,91.49
45_0011,val,93.95
45_0012,val,92.63
45_0013,val,91.68
45_0014,val,94.92
45_0015,val,90.89
45_0016,val,94.81
45_0017,val,95.82
45_0018,val,92.97
45_0019,val,91.30
45_0020,val,91.31
45_0021,val,92.09
45_0022,val,93.44
45_0023,val,84.05
45_0025,val,82.20
45_0026,val,84.32
45_0027,val,82.47
45_0028,val,85.41
45_0029,val,81.89
45_0030,val,93.36
45_0031,val,91.14
45_0032,val,88.68
45_0033,val,86.58
45_0039,val,82.89
45_0041,val,85.45
45_0042,val,84.62
45_0045,val,84.97
45_0046,val,85.88
45_0047,val,84.39
45_0048,val,87.51
45_0050,val,85.43
45_0051,val,86.29
45_0052,val,84.99
45_0053,val,83.82
45_0054,val,82.66
45_0055,val,82.55
45_0056,val,83.71
45_0057,val,81.10
45_0058,val,80.49
45_0059,val,82.43
45_0061,val,87.45
45_0062,val,86.60
45_0063,val,86.44
45_0064,val,84.80
45_0065,val,85.41
45_0066,val,93.89
45_0067,val,93.86
45_0068,val,95.43
45_0069,val,95.59
45_0070,val,96.32
45_0071,val,96.75
45_0072,val,94.57
45_0073,val,84.95
45_0074,val,90.30
45_0075,val,89.28
45_0076,val,88.26
45_0077,val,89.28
45_0078,val,90.52
45_0079,val,85.41
45_0080,val,83.70
05_0001,test,86.83
05_0003,test,94.32
05_0004,test,94.82
05_0005,test,95.18
05_0006,test,92.42
05_0007,test,92.87
05_0008,test,96.84
05_0009,test,94.65
05_0010,test,94.03
05_0011,test,87.08
05_0012,test,93.48
05_0013,test,97.81
05_0014,test,96.14
05_0015,test,96.44
05_0016,test,96.71
05_0017,test,93.30
05_0018,test,96.49
05_0019,test,95.40
05_0020,test,91.74
05_0021,test,92.85
05_0022,test,94.89
05_0023,test,92.25
05_0024,test,91.10
05_0025,test,92.48
05_0026,test,96.69
05_0027,test,96.67
05_0028,test,94.56
05_0029,test,95.75
05_0030,test,95.03
05_0031,test,95.33
05_0032,test,96.47
05_0033,test,97.42
05_0034,test,96.08
05_0035,test,95.86
05_0036,test,96.66
05_0037,test,94.68
05_0038,test,96.19
05_0039,test,96.70
05_0040,test,94.97
05_0041,test,94.69
05_0042,test,96.09
05_0043,test,93.95
05_0044,test,96.59
05_0045,test,93.93
05_0046,test,96.05
05_0047,test,92.17
05_0048,test,92.58
05_0049,test,95.00
05_0050,test,95.14
05_0051,test,96.07
05_0052,test,93.81
05_0053,test,93.35
05_0054,test,93.89
05_0055,test,93.82
05_0056,test,94.67
05_0057,test,92.58
05_0058,test,94.41
05_0059,test,93.57
05_0060,test,95.31
05_0061,test,93.75
05_0062,test,93.84
05_0063,test,95.18
05_0064,test,94.71
05_0065,test,95.39
05_0066,test,92.94
05_0067,test,88.96
05_0068,test,88.43
05_0069,test,90.89
05_0070,test,89.28
05_0071,test,88.93
05_0072,test,88.90
05_0073,test,90.93
05_0074,test,91.60
05_0075,test,92.75
05_0076,test,95.58
05_0077,test,93.94
05_0078,test,85.82
05_0079,test,90.93
05_0080,test,87.91
08_0001,test,94.12
08_0002,test,93.25
08_0003,test,93.77
08_0004,test,94.09
08_0005,test,93.52
08_0006,test,93.45
08_0007,test,94.23
08_0008,test,93.43
08_0009,test,93.94
08_0010,test,89.59
08_0011,test,94.10
08_0012,test,92.49
08_0013,test,93.14
08_0014,test,93.82
08_0015,test,92.55
08_0016,test,91.48
08_0017,test,93.40
08_0018,test,92.16
08_0019,test,93.37
08_0020,test,88.82
08_0021,test,93.43
08_0022,test,92.99
08_0023,test,90.78
08_0024,test,88.77
08_0025,test,84.97
08_0026,test,94.67
08_0027,test,94.47
08_0028,test,93.50
08_0029,test,93.97
08_0030,test,94.02
08_0031,test,94.60
08_0032,test,94.78
08_0033,test,94.05
08_0034,test,93.81
08_0035,test,93.66
08_0036,test,94.93
08_0037,test,94.43
08_0038,test,94.76
08_0039,test,94.89
08_0040,test,94.59
08_0041,test,94.17
08_0042,test,95.06
08_0043,test,95.26
08_0044,test,95.07
08_0045,test,94.96
08_0046,test,94.80
08_0047,test,94.01
08_0048,test,94.62
08_0049,test,94.75
08_0050,test,94.16
08_0051,test,91.43
08_0052,test,92.95
08_0053,test,95.96
08_0054,test,94.26
08_0055,test,93.80
08_0056,test,93.34
08_0057,test,91.03
08_0058,test,95.37
08_0059,test,93.75
08_0060,test,94.40
08_0061,test,96.45
08_0062,test,94.08
08_0063,test,94.04
08_0064,test,90.78
08_0065,test,93.79
08_0066,test,92.72
08_0067,test,92.55
08_0068,test,92.73
08_0069,test,95.55
08_0070,test,94.21
08_0071,test,90.70
08_0072,test,92.94
08_0073,test,92.51
08_0074,test,94.84
08_0075,test,92.64
08_0076,test,95.48
08_0077,test,92.33
08_0078,test,91.16
08_0079,test,90.81
08_0080,test,92.29
09_0001,test,96.47
09_0002,test,95.08
09_0003,test,95.93
09_0004,test,96.84
09_0005,test,96.85
09_0006,test,97.09
09_0007,test,96.53
09_0008,test,96.72
09_0009,test,95.50
09_0010,test,93.61
09_0011,test,96.07
09_0012,test,95.70
09_0013,test,95.43
09_0014,test,96.27
09_0015,test,93.91
09_0016,test,91.72
09_0017,test,95.75
09_0018,test,92.69
09_0019,test,93.22
09_0020,test,93.29
09_0021,test,94.69
09_0022,test,82.15
09_0023,test,94.05
09_0024,test,92.78
09_0025,test,93.74
09_0026,test,94.37
09_0027,test,94.55
09_0028,test,94.62
09_0029,test,94.49
09_0030,test,95.14
09_0031,test,96.24
09_0032,test,96.87
09_0033,test,96.20
09_0034,test,96.86
09_0035,test,96.12
09_0036,test,96.16
09_0037,test,96.54
09_0038,test,96.81
09_0039,test,96.87
09_0040,test,96.84
09_0041,test,96.06
09_0042,test,96.91
09_0043,test,94.85
09_0044,test,96.83
09_0045,test,96.18
09_0046,test,96.73
09_0047,test,96.35
09_0048,test,95.73
09_0049,test,95.94
09_0050,test,96.85
09_0051,test,95.84
09_0052,test,95.93
09_0053,test,96.11
09_0054,test,96.08
09_0055,test,96.49
09_0056,test,95.37
09_0057,test,95.52
09_0058,test,96.28
09_0059,test,95.80
09_0060,test,95.26
09_0061,test,96.43
09_0062,test,95.18
09_0063,test,95.39
09_0064,test,94.75
09_0065,test,93.02
09_0066,test,93.36
09_0067,test,89.01
09_0068,test,94.97
09_0069,test,91.43
09_0070,test,93.88
09_0071,test,93.67
09_0072,test,92.09
09_0073,test,92.99
09_0074,test,96.08
09_0075,test,93.77
09_0076,test,96.10
09_0077,test,94.64
09_0078,test,93.44
09_0079,test,95.86
09_0080,test,95.42
17_0001,test,93.22
17_0003,test,83.67
17_0004,test,88.69
17_0005,test,87.96
17_0006,test,86.49
17_0007,test,86.81
17_0008,test,90.96
17_0009,test,87.42
17_0010,test,88.84
17_0011,test,86.87
17_0012,test,89.36
17_0013,test,91.72
17_0014,test,90.35
17_0015,test,92.17
17_0016,test,87.87
17_0017,test,90.86
17_0018,test,90.79
17_0019,test,86.42
17_0020,test,89.56
17_0021,test,92.00
17_0022,test,90.62
17_0023,test,92.42
17_0024,test,94.12
17_0025,test,92.65
17_0026,test,92.77
17_0027,test,95.70
17_0028,test,93.46
17_0029,test,93.08
17_0030,test,94.59
17_0031,test,94.63
17_0032,test,95.72
17_0033,test,95.36
17_0034,test,96.63
17_0035,test,95.94
17_0036,test,96.43
17_0037,test,97.16
17_0038,test,96.62
17_0039,test,92.78
17_0040,test,95.39
17_0041,test,93.05
17_0042,test,93.08
17_0043,test,90.32
17_0044,test,94.64
17_0045,test,94.18
17_0046,test,95.04
17_0047,test,90.86
17_0048,test,91.30
17_0049,test,92.85
17_0050,test,92.81
17_0051,test,93.13
17_0052,test,93.61
17_0053,test,93.95
17_0054,test,95.94
17_0055,test,95.44
17_0056,test,94.50
17_0057,test,95.12
17_0058,test,95.49
17_0059,test,95.43
17_0060,test,95.14
17_0061,test,95.58
17_0062,test,94.70
17_0063,test,93.29
17_0064,test,92.90
17_0065,test,93.99
17_0066,test,94.56
17_0067,test,94.47
17_0068,test,90.26
17_0069,test,90.94
17_0070,test,86.93
17_0071,test,85.22
17_0072,test,90.14
17_0073,test,92.42
17_0074,test,96.36
17_0075,test,91.10
29_0001,test,92.87
29_0002,test,92.55
29_0003,test,89.09
29_0004,test,89.15
29_0005,test,88.76
29_0006,test,89.99
29_0007,test,87.21
29_0008,test,83.54
29_0009,test,96.67
29_0010,test,82.26
29_0011,test,90.15
29_0012,test,93.79
29_0013,test,86.97
29_0014,test,84.67
29_0015,test,94.01
29_0016,test,88.58
29_0017,test,90.47
29_0018,test,88.71
29_0019,test,85.99
29_0020,test,88.68
29_0021,test,86.99
29_0022,test,95.30
29_0023,test,92.90
29_0025,test,88.25
29_0026,test,90.99
29_0027,test,89.61
29_0028,test,94.54
29_0029,test,93.61
29_0030,test,93.87
29_0031,test,93.94
29_0032,test,91.51
29_0033,test,94.00
29_0034,test,93.70
29_0035,test,95.77
29_0036,test,81.17
29_0037,test,91.72
29_0038,test,84.61
29_0039,test,92.74
29_0040,test,90.74
29_0041,test,92.20
29_0042,test,92.98
29_0043,test,89.05
29_0044,test,86.51
29_0045,test,93.88
29_0046,test,92.81
29_0047,test,91.73
29_0048,test,95.31
29_0049,test,87.28
29_0050,test,90.73
29_0051,test,91.25
29_0052,test,89.33
29_0053,test,95.28
29_0054,test,95.82
29_0055,test,93.63
29_0056,test,88.49
29_0057,test,88.21
29_0058,test,91.60
29_0059,test,93.50
29_0060,test,87.44
29_0061,test,88.01
29_0062,test,92.11
29_0063,test,92.74
29_0064,test,90.71
29_0065,test,97.88
29_0066,test,98.05
29_0067,test,98.43
29_0068,test,97.37
29_0069,test,97.90
29_0070,test,88.10
29_0071,test,94.25
29_0072,test,93.66
29_0073,test,92.33
29_0074,test,91.76
29_0075,test,92.85
29_0076,test,89.85
29_0077,test,93.89
29_0078,test,85.50
29_0079,test,93.88
29_0080,test,92.50
31_0001,test,88.81
31_0002,test,86.12
31_0003,test,92.90
31_0004,test,94.30
31_0005,test,90.66
31_0006,test,94.16
31_0007,test,92.53
31_0008,test,92.21
31_0009,test,94.74
31_0010,test,95.51
31_0011,test,90.97
31_0012,test,92.71
31_0013,test,91.19
31_0014,test,89.57
31_0015,test,94.24
31_0016,test,91.12
31_0017,test,93.81
31_0018,test,92.69
31_0019,test,94.05
31_0020,test,93.88
31_0021,test,92.35
31_0022,test,91.18
31_0023,test,86.77
31_0024,test,91.66
31_0025,test,87.68
31_0026,test,91.83
31_0027,test,90.95
31_0028,test,91.82
31_0029,test,95.21
31_0030,test,95.14
31_0031,test,93.00
31_0032,test,92.89
31_0033,test,92.10
31_0034,test,80.25
31_0036,test,90.00
31_0037,test,94.62
31_0038,test,94.49
31_0039,test,93.74
31_0040,test,89.32
31_0041,test,91.74
31_0042,test,90.49
31_0043,test,93.06
31_0044,test,93.25
31_0045,test,83.06
31_0046,test,88.77
31_0047,test,82.35
31_0048,test,87.52
31_0049,test,84.50
31_0050,test,97.30
31_0051,test,88.01
31_0052,test,90.78
31_0053,test,92.10
31_0054,test,92.87
31_0055,test,87.88
31_0056,test,86.05
31_0057,test,88.09
31_0058,test,90.00
31_0059,test,94.11
31_0060,test,88.05
31_0061,test,94.44
31_0062,test,87.58
31_0063,test,90.66
31_0064,test,93.82
31_0065,test,93.34
31_0066,test,91.10
31_0067,test,90.69
31_0068,test,89.93
31_0069,test,84.18
31_0070,test,87.31
31_0071,test,81.21
31_0072,test,94.12
31_0074,test,88.08
31_0075,test,91.08
31_0076,test,90.27
31_0077,test,91.87
31_0078,test,90.42
31_0079,test,93.37
31_0080,test,91.33
32_0001,test,94.00
32_0002,test,92.23
32_0003,test,90.63
32_0004,test,91.35
32_0005,test,90.70
32_0006,test,92.18
32_0007,test,94.55
32_0008,test,93.61
32_0009,test,95.04
32_0010,test,92.60
32_0011,test,91.52
32_0012,test,92.80
32_0013,test,95.87
32_0014,test,94.49
32_0015,test,92.32
32_0016,test,92.49
32_0017,test,93.12
32_0018,test,89.06
32_0019,test,81.10
32_0020,test,80.82
32_0021,test,94.07
32_0022,test,82.46
32_0023,test,88.43
32_0024,test,87.85
32_0025,test,90.83
32_0026,test,97.88
32_0027,test,96.23
32_0028,test,89.61
32_0029,test,85.39
32_0030,test,83.77
32_0031,test,82.98
32_0032,test,83.68
32_0033,test,86.57
32_0034,test,84.86
32_0035,test,86.18
32_0036,test,86.39
32_0037,test,85.84
32_0038,test,86.19
32_0040,test,84.50
32_0041,test,84.37
32_0042,test,84.80
32_0043,test,84.74
32_0044,test,86.03
32_0045,test,85.93
32_0046,test,95.21
32_0047,test,95.69
32_0048,test,96.07
32_0049,test,96.22
32_0050,test,90.28
32_0051,test,88.77
32_0052,test,94.92
32_0053,test,91.92
32_0054,test,85.69
32_0055,test,91.35
32_0056,test,84.15
32_0057,test,88.93
32_0058,test,84.53
32_0059,test,90.54
32_0060,test,88.66
32_0061,test,92.19
32_0062,test,90.10
32_0063,test,94.32
32_0064,test,94.04
32_0065,test,92.00
32_0066,test,92.91
32_0067,test,91.26
32_0068,test,92.88
32_0069,test,84.40
32_0070,test,86.53
32_0071,test,92.57
32_0072,test,87.99
32_0073,test,86.35
32_0074,test,98.18
32_0075,test,96.06
32_0076,test,91.11
32_0077,test,96.53
32_0078,test,88.83
32_0079,test,90.17
32_0080,test,88.07
37_0001,test,94.02
37_0002,test,93.10
37_0003,test,97.16
37_0004,test,94.78
37_0005,test,91.62
37_0006,test,92.90
37_0007,test,95.02
37_0008,test,87.78
37_0009,test,95.13
37_0010,test,96.85
37_0011,test,95.96
37_0012,test,94.35
37_0013,test,94.26
37_0014,test,88.75
37_0015,test,94.46
37_0016,test,89.82
37_0017,test,95.22
37_0018,test,95.73
37_0019,test,94.51
37_0020,test,93.89
37_0021,test,89.73
37_0022,test,90.38
37_0023,test,82.40
37_0024,test,83.45
37_0025,test,82.50
37_0026,test,88.15
37_0027,test,92.04
37_0028,test,92.74
37_0029,test,89.82
37_0030,test,92.18
37_0031,test,95.96
37_0032,test,94.04
37_0033,test,95.38
37_0034,test,95.19
37_0035,test,87.74
37_0036,test,94.12
37_0037,test,91.42
37_0038,test,91.49
37_0039,test,92.95
37_0040,test,87.06
37_0041,test,87.29
37_0042,test,93.27
37_0043,test,88.81
37_0044,test,89.23
37_0045,test,87.59
37_0046,test,90.29
37_0047,test,92.09
37_0048,test,87.08
37_0049,test,91.12
37_0050,test,88.40
37_0051,test,91.97
37_0052,test,91.17
37_0053,test,93.22
37_0054,test,92.56
37_0055,test,95.78
37_0056,test,91.21
37_0057,test,94.44
37_0058,test,98.21
37_0059,test,95.08
37_0060,test,90.06
37_0061,test,85.16
37_0062,test,88.94
37_0063,test,88.71
37_0064,test,89.73
37_0065,test,91.98
37_0066,test,83.70
37_0067,test,94.81
37_0068,test,86.28
37_0069,test,88.14
37_0070,test,89.83
37_0071,test,89.50
37_0072,test,84.46
37_0073,test,88.65
37_0074,test,90.76
37_0075,test,83.26
37_0076,test,90.52
37_0077,test,88.36
37_0078,test,86.88
37_0079,test,91.74
37_0080,test,91.38
